;НАЗВАНИЕ;РУБРИКА;ПОДРУБРИКА;РЕГИОН;ГОРОД;АДРЕС;ТЕЛЕФОНЫ;ФАКСЫ;СОТОВЫЕ ТЕЛЕФОНЫ;EMAIL;САЙТ;X;Y;ОПИСАНИЕ;ИНДЕКС;ПН;ПЕРЕРЫВ;ВТ;ПЕРЕРЫВ;СР;ПЕРЕРЫВ;ЧТ;ПЕРЕРЫВ;ПТ;ПЕРЕРЫВ;СБ;ПЕРЕРЫВ;ВС;ПЕРЕРЫВ;ОПЛАТА;ВАЛЮТА;СРЕДНИЙ ЧЕК;КУХНЯ;ДОПОЛНИТЕЛЬНО
9,85691E+14;Премьер, мясная лавка;Продукты питания / Напитки;Мясо птицы / Полуфабрикаты;Красноярский край;Красноярск;Газеты Красноярский Рабочий проспект, 44;8(391)2371788;;;ptkras@bk.ru;;92.984280232216;56.016295100444;Группа компаний Премьер основана в декабре 2004 года. В состав предприятия входят:ООО Премьер-Агро  хладобойня и животноводческий комплекс (выращивание, промышленный убой скота и переработка мяса).ООО Премьер-Трейд  оптовое предприятие, специализирующееся на продаже мяса и мясной продукции (в охлажденном и замороженном виде).Cеть фирменных магазинов Премьер мясная лавка  27 специализированных мясных магазинов формата пошаговой доступности с торговой площадью от 110 до 300 кв. м каждый. Через торговую сеть реализуются хлеб и хлебобулочные изделия собственного производства.Ресторан 15`58&deg, с мясным меню, использующий в своей рецептуре исключительно охлажденное мясо.Цех по производству мясных полуфабрикатов с объемом производства более 40 т охлажденных полуфабрикатов в месяц (для нужд собственной фирменной сети).2 гастронома нового формата.,micro_comment:27 специализированных магазинов формата пошаговой доступности,sponsored_article:{title:Открылись 2 новых гастронома,text:Продажа мяса и мясной продукции в охлажденном и замороженном виде},filial_group:985699289405828,lo;660014;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Премьер, мясная лавка;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Газеты Красноярский Рабочий проспект, 102;8(391)2657541;;;ptkras@bk.ru;;92.940900310395;56.005313503551;Группа компаний Премьер основана в декабре 2004 года. В состав предприятия входят:ООО Премьер-Агро  хладобойня и животноводческий комплекс (выращивание, промышленный убой скота и переработка мяса).ООО Премьер-Трейд  оптовое предприятие, специализирующееся на продаже мяса и мясной продукции (в охлажденном и замороженном виде).Cеть фирменных магазинов Премьер мясная лавка  27 специализированных мясных магазинов формата пошаговой доступности с торговой площадью от 110 до 300 кв. м каждый. Через торговую сеть реализуются хлеб и хлебобулочные изделия собственного производства.Ресторан 15`58&deg, с мясным меню, использующий в своей рецептуре исключительно охлажденное мясо.Цех по производству мясных полуфабрикатов с объемом производства более 40 т охлажденных полуфабрикатов в месяц (для нужд собственной фирменной сети).2 гастронома нового формата.,micro_comment:27 специализированных магазинов формата пошаговой доступности,sponsored_article:{title:Открылись 2 новых гастронома,text:Продажа мяса и мясной продукции в охлажденном и замороженном виде},filial_group:985699289405828,lo;660059;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Премьер, мясная лавка;Продукты питания / Напитки;Мясо птицы / Полуфабрикаты;Красноярский край;Красноярск;Газеты Красноярский Рабочий проспект, 102;8(391)2657541;;;ptkras@bk.ru;;92.940900310395;56.005313503551;Группа компаний Премьер основана в декабре 2004 года. В состав предприятия входят:ООО Премьер-Агро  хладобойня и животноводческий комплекс (выращивание, промышленный убой скота и переработка мяса).ООО Премьер-Трейд  оптовое предприятие, специализирующееся на продаже мяса и мясной продукции (в охлажденном и замороженном виде).Cеть фирменных магазинов Премьер мясная лавка  27 специализированных мясных магазинов формата пошаговой доступности с торговой площадью от 110 до 300 кв. м каждый. Через торговую сеть реализуются хлеб и хлебобулочные изделия собственного производства.Ресторан 15`58&deg, с мясным меню, использующий в своей рецептуре исключительно охлажденное мясо.Цех по производству мясных полуфабрикатов с объемом производства более 40 т охлажденных полуфабрикатов в месяц (для нужд собственной фирменной сети).2 гастронома нового формата.,micro_comment:27 специализированных магазинов формата пошаговой доступности,sponsored_article:{title:Открылись 2 новых гастронома,text:Продажа мяса и мясной продукции в охлажденном и замороженном виде},filial_group:985699289405828,lo;660059;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Премьер, мясная лавка;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Весны, 22;8(391)2541755;;;ptkras@bk.ru;;92.914300527618;56.038524536242;Группа компаний Премьер основана в декабре 2004 года. В состав предприятия входят:ООО Премьер-Агро  хладобойня и животноводческий комплекс (выращивание, промышленный убой скота и переработка мяса).ООО Премьер-Трейд  оптовое предприятие, специализирующееся на продаже мяса и мясной продукции (в охлажденном и замороженном виде).Cеть фирменных магазинов Премьер мясная лавка  27 специализированных мясных магазинов формата пошаговой доступности с торговой площадью от 110 до 300 кв. м каждый. Через торговую сеть реализуются хлеб и хлебобулочные изделия собственного производства.Ресторан 15`58&deg, с мясным меню, использующий в своей рецептуре исключительно охлажденное мясо.Цех по производству мясных полуфабрикатов с объемом производства более 40 т охлажденных полуфабрикатов в месяц (для нужд собственной фирменной сети).2 гастронома нового формата.,micro_comment:27 специализированных магазинов формата пошаговой доступности,sponsored_article:{title:Открылись 2 новых гастронома,text:Продажа мяса и мясной продукции в охлажденном и замороженном виде},filial_group:985699289405828,lo;660077;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Премьер, мясная лавка;Продукты питания / Напитки;Мясо птицы / Полуфабрикаты;Красноярский край;Красноярск;Весны, 22;8(391)2541755;;;ptkras@bk.ru;;92.914300527618;56.038524536242;Группа компаний Премьер основана в декабре 2004 года. В состав предприятия входят:ООО Премьер-Агро  хладобойня и животноводческий комплекс (выращивание, промышленный убой скота и переработка мяса).ООО Премьер-Трейд  оптовое предприятие, специализирующееся на продаже мяса и мясной продукции (в охлажденном и замороженном виде).Cеть фирменных магазинов Премьер мясная лавка  27 специализированных мясных магазинов формата пошаговой доступности с торговой площадью от 110 до 300 кв. м каждый. Через торговую сеть реализуются хлеб и хлебобулочные изделия собственного производства.Ресторан 15`58&deg, с мясным меню, использующий в своей рецептуре исключительно охлажденное мясо.Цех по производству мясных полуфабрикатов с объемом производства более 40 т охлажденных полуфабрикатов в месяц (для нужд собственной фирменной сети).2 гастронома нового формата.,micro_comment:27 специализированных магазинов формата пошаговой доступности,sponsored_article:{title:Открылись 2 новых гастронома,text:Продажа мяса и мясной продукции в охлажденном и замороженном виде},filial_group:985699289405828,lo;660077;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Командор, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Новосибирская, 9а;8(391)2524595;;;info@sm-komandor.ru;http://sm-komandor.ru;92.820270324481;56.017584496218;Торговая сеть Командор (входит в группу компаний Командор) &ndash, один из самых крупнейших операторов на рынке розничной торговли Красноярского края и Хакасии. Образована в 1999 году. Развивает 3 формата розничной торговли: гипермаркет, супермаркет, магазин у дома. В составе сети 9 гипермаркетов Аллея, 80 супермаркетов и магазинов шаговой доступности Командор в 11 городах Красноярского края и республики Хакасия, предлагающих широкий выбор свежих продуктов питания и качественных сопутствующих товаров в комфортной обстановке и по хорошим ценам.,micro_comment:Территория присутствия  Красноярский край и Хакасия,sponsored_article:{title:Торговая сеть Командор,text:Территория присутствия  Красноярский край и Хакасия},filial_group:985699289401478,lo;660018;08:00-01:00;;08:00-01:00;;08:00-01:00;;08:00-01:00;;08:00-01:00;;08:00-01:00;;08:00-01:00;;Наличный расчет, Без начиный расчет, Visa, Mastercard, Золотая корона, American Express;RUB;;;
9,85691E+14;Сладкоежка, сеть кондитерских магазинов;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Красноярск;Амурская, 30а;89504139124;;89504139124;;;93.014778609006;55.988425039952;;660046;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;Наличный расчет, Без начиный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Магазин, ИП Красиков И.В.;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Красноярск;9 Мая, 26а;8(391)2933905, 8(391)2717506;;;;;92.921614297309;56.063464770078;;660125;11:00-19:00;;11:00-19:00;;11:00-19:00;;11:00-19:00;;11:00-19:00;;11:00-19:00;;11:00-19:00;;Наличный расчет;RUB;;;
9,85691E+14;Киоск по продаже фруктов и овощей, Советский район;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;9 Мая, 58\3 киоск;;;;;;92.9071475772;56.056602958248;;660125;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Наличный расчет, Оплата через интернет, Без начиный расчет, Visa, Mastercard, Золотая корона, American Express;RUB;;;
9,85691E+14;Киоск по продаже фруктов и овощей, Советский район;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;9 Мая, 58\1 киоск;;;;;;92.907065949784;56.056726338928;;660125;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Наличный расчет, Оплата через интернет, Без начиный расчет, Visa, Mastercard, Золотая корона, American Express;RUB;;;
9,85691E+14;Троя плюс, супермаркет;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Калинина, 70а;8(391)2211424;;;;;92.801927197647;56.033596036181;;660061;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;Наличный расчет, Visa, Mastercard, Золотая корона;RUB;;;
9,85691E+14;Краспилц, торговая компания, Офис;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Вильского, 1;8(391)2403949;;;;;92.767575076828;56.024440992712;;660062;09:00-17:00;;09:00-17:00;;09:00-17:00;;09:00-17:00;;09:00-17:00;;Выходной;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
9,85691E+14;Полезные продукты Красноярск, ООО;Продукты питания / Напитки;Рыба / Морепродукты;Красноярский край;Красноярск;Шахтёров, 10;89138766691;;89138766691;ikra70@mail.ru;http://ikra1.ru;92.890758661738;56.026382139528;;660020;09:00-18:00;13:00-14:00;09:00-18:00;13:00-14:00;09:00-18:00;13:00-14:00;09:00-18:00;13:00-14:00;09:00-18:00;13:00-14:00;Выходной;;Выходной;;Без начиный расчет;RUB;;;
9,85691E+14;Красный Яр, сеть гастрономов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Карла Маркса, 148а;;8(391)2771390(доп.834);;info@krasyar.ru;http://krasyar.ru;92.838529137951;56.009333889695;;660021;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-01:00;;07:00-01:00;;07:00-00:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Киоск по продаже фруктов и овощей, Железнодорожный район;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Карла Маркса, 134\1 киоск;;;;;;92.841386334596;56.009484988963;;660021;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Наличный расчет, Оплата через интернет, Без начиный расчет, Visa, Mastercard, Золотая корона, American Express;;;;
9,85691E+14;Командор, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Академика Курчатова, 15Б;8(391)2524599;;;info@sm-komandor.ru;http://sm-komandor.ru;92.77890049577;56.016891570306;Торговая сеть Командор (входит в группу компаний Командор) &ndash, один из самых крупнейших операторов на рынке розничной торговли Красноярского края и Хакасии. Образована в 1999 году. Развивает 3 формата розничной торговли: гипермаркет, супермаркет, магазин у дома. В составе сети 9 гипермаркетов Аллея, 80 супермаркетов и магазинов шаговой доступности Командор в 11 городах Красноярского края и республики Хакасия, предлагающих широкий выбор свежих продуктов питания и качественных сопутствующих товаров в комфортной обстановке и по хорошим ценам.,micro_comment:Территория присутствия  Красноярский край и Хакасия,sponsored_article:{title:Торговая сеть Командор,text:Территория присутствия  Красноярский край и Хакасия},filial_group:985699289401478,lo;660041;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Киоск по продаже фруктов и овощей, Октябрьский район;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Ладо Кецховели, 35 киоск;8(391)2537566, 8(391)2140276;;;;http://велесов.рф;92.813258642005;56.010715365756;;660100;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;Наличный расчет;RUB;;;
9,85691E+14;Домашний, минимаркет;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Академика Киренского, 67;8(391)2946179;;;;;92.799678529659;56.012747822204;;660100;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Премьер, мясная лавка;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Николаева, 3;8(391)2244575;;;ptkras@bk.ru;;92.96912869392;56.053906619993;Группа компаний Премьер основана в декабре 2004 года. В состав предприятия входят:ООО Премьер-Агро  хладобойня и животноводческий комплекс (выращивание, промышленный убой скота и переработка мяса).ООО Премьер-Трейд  оптовое предприятие, специализирующееся на продаже мяса и мясной продукции (в охлажденном и замороженном виде).Cеть фирменных магазинов Премьер мясная лавка  27 специализированных мясных магазинов формата пошаговой доступности с торговой площадью от 110 до 300 кв. м каждый. Через торговую сеть реализуются хлеб и хлебобулочные изделия собственного производства.Ресторан 15`58&deg, с мясным меню, использующий в своей рецептуре исключительно охлажденное мясо.Цех по производству мясных полуфабрикатов с объемом производства более 40 т охлажденных полуфабрикатов в месяц (для нужд собственной фирменной сети).2 гастронома нового формата.,micro_comment:27 специализированных магазинов формата пошаговой доступности,sponsored_article:{title:Открылись 2 новых гастронома,text:Продажа мяса и мясной продукции в охлажденном и замороженном виде},filial_group:985699289405828,lo;660073;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Премьер, мясная лавка;Продукты питания / Напитки;Мясо птицы / Полуфабрикаты;Красноярский край;Красноярск;Николаева, 3;8(391)2244575;;;ptkras@bk.ru;;92.96912869392;56.053906619993;Группа компаний Премьер основана в декабре 2004 года. В состав предприятия входят:ООО Премьер-Агро  хладобойня и животноводческий комплекс (выращивание, промышленный убой скота и переработка мяса).ООО Премьер-Трейд  оптовое предприятие, специализирующееся на продаже мяса и мясной продукции (в охлажденном и замороженном виде).Cеть фирменных магазинов Премьер мясная лавка  27 специализированных мясных магазинов формата пошаговой доступности с торговой площадью от 110 до 300 кв. м каждый. Через торговую сеть реализуются хлеб и хлебобулочные изделия собственного производства.Ресторан 15`58&deg, с мясным меню, использующий в своей рецептуре исключительно охлажденное мясо.Цех по производству мясных полуфабрикатов с объемом производства более 40 т охлажденных полуфабрикатов в месяц (для нужд собственной фирменной сети).2 гастронома нового формата.,micro_comment:27 специализированных магазинов формата пошаговой доступности,sponsored_article:{title:Открылись 2 новых гастронома,text:Продажа мяса и мясной продукции в охлажденном и замороженном виде},filial_group:985699289405828,lo;660073;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Премьер, мясная лавка;Продукты питания / Напитки;Мясо птицы / Полуфабрикаты;Красноярский край;Красноярск;Читинская, 5;8(391)2668928;;;ptkras@bk.ru;;93.015862548538;55.989918363812;Группа компаний Премьер основана в декабре 2004 года. В состав предприятия входят:ООО Премьер-Агро  хладобойня и животноводческий комплекс (выращивание, промышленный убой скота и переработка мяса).ООО Премьер-Трейд  оптовое предприятие, специализирующееся на продаже мяса и мясной продукции (в охлажденном и замороженном виде).Cеть фирменных магазинов Премьер мясная лавка  27 специализированных мясных магазинов формата пошаговой доступности с торговой площадью от 110 до 300 кв. м каждый. Через торговую сеть реализуются хлеб и хлебобулочные изделия собственного производства.Ресторан 15`58&deg, с мясным меню, использующий в своей рецептуре исключительно охлажденное мясо.Цех по производству мясных полуфабрикатов с объемом производства более 40 т охлажденных полуфабрикатов в месяц (для нужд собственной фирменной сети).2 гастронома нового формата.,micro_comment:27 специализированных магазинов формата пошаговой доступности,sponsored_article:{title:Открылись 2 новых гастронома,text:Продажа мяса и мясной продукции в охлажденном и замороженном виде},filial_group:985699289405828,lo;660046;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Южная ночь, минимаркет;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Свердловская, 19;8(391)2336474;;;;;92.861784265716;55.980500081436;;660079;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;Наличный расчет, Без начиный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Магазин мяса, ИП Савельев Р.В.;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Свердловская, 19а\1;89029913290, 89082201166;;89082201166;;;92.863231528183;55.979669282734;;660079;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Киоск по продаже мясной продукции, Свердловский район;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Свердловская, 113 киоск;;;;;;92.801926752801;55.975092860445;;660006;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;Наличный расчет;RUB;;;
9,85691E+14;Добромаркет, минимаркет;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Афонтовский пер, 9;8(391)2616937;;;;;92.854803936178;55.974817298721;;660078;09:00-22:30;;09:00-22:30;;09:00-22:30;;09:00-22:30;;09:00-22:30;;09:00-22:30;;09:00-22:30;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Киоск по продаже хлебобулочных изделий, Кировский район;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Кутузова, 93\1 киоск;8(391)2584551;;;;;92.940348057397;55.984446769616;;660122;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;Наличный расчет;RUB;;;
9,85691E+14;Киоск по продаже хлебобулочных изделий, Кировский район;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Щорса, 69 киоск;;;;;;92.944186725702;55.988781520256;;660094;08:00-21:00;;08:00-21:00;;08:00-21:00;;08:00-21:00;;08:00-21:00;;08:00-21:00;;08:00-21:00;;Наличный расчет;RUB;;;Торты на заказ
9,85691E+14;Киоск по продаже хлебобулочных изделий, Кировский район;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Кутузова, 60 киоск;;;;;;92.951656106359;55.98744793233;;660094;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Наличный расчет, Без начиный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Киоск по продаже фруктов и овощей, Свердловский район;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Парашютная, 80 киоск;;;;;;92.871314388318;55.97530390854;;660121;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;Наличный расчет;RUB;;;
9,85691E+14;Магия чая, специализированный магазин;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Красноярск;Мирошниченко, 6;;;;;;92.756105048361;56.029663119368;;660130;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;Наличный расчет;RUB;;;
9,85691E+14;Дебют, минимаркет;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Северный проезд, 8;;;;;;92.966078385878;56.017697712721;;660037;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;Наличный расчет;RUB;;;
9,85691E+14;Киоск по продаже хлебобулочных изделий, Кировский район;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Алёши Тимошенкова, 187 киоск;8(391)2584551, 8(391)2854794;;;;;92.936421526314;55.973382539334;;660052;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;Наличный расчет;RUB;;;
9,85691E+14;Киоск по продаже хлебобулочных изделий, Кировский район;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Алёши Тимошенкова, 175 киоск;8(391)2118671;;;;;92.939879147444;55.971032913663;;660052;08:00-21:00;;08:00-21:00;;08:00-21:00;;08:00-21:00;;08:00-21:00;;08:00-21:00;;08:00-21:00;;Наличный расчет;RUB;;;Торты на заказ
9,85691E+14;Киоск по продаже хлебобулочных изделий, Кировский район;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Алёши Тимошенкова, 183а киоск;8(391)2584551;;;;;92.937703090136;55.970608163625;;660052;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;Наличный расчет;RUB;;;
9,85691E+14;Киоск по продаже фруктов и овощей, Кировский район;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Алёши Тимошенкова, 171 киоск;;;;;;92.942182406616;55.971821090453;;660052;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85691E+14;Березовский, сеть фирменных магазинов;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Крайняя, 2\1 киоск;;;;;;92.96237840103;56.017359234774;;660037;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;Наличный расчет;RUB;;;
9,85691E+14;Киоск по продаже хлебобулочных изделий, Кировский район;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Академика Вавилова, 47Б киоск;8(391)2584551;;;;;92.945494341573;56.001180217047;;660059;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;Наличный расчет;RUB;;;
9,85691E+14;Киоск по продаже хлебобулочных изделий, Кировский район;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Газеты Красноярский Рабочий проспект, 90а киоск;8(391)2584551;;;;;92.949099622436;56.007626108277;;660059;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;Наличный расчет;RUB;;;
9,85691E+14;Киоск по продаже хлебобулочных изделий, Кировский район;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Газеты Красноярский Рабочий проспект, 67 киоск;8(391)2584551;;;;;92.949714462206;56.006901849482;;660059;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;Наличный расчет, Без начиный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Киоск по продаже хлебобулочных изделий, Кировский район;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Западная (Кировский), 3а киоск;;;;;;92.943827223541;56.003903084963;;660059;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;Наличный расчет;RUB;;;
9,85691E+14;Киоск по продаже мясной продукции, полуфабрикатов, Кировский район;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Западная (Кировский), 4 киоск;;;;;;92.942939788999;56.0046840256;;660059;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-20:00;;10:00-20:00;;Наличный расчет;RUB;;;
9,85691E+14;Киоск по продаже фруктов и овощей, Ленинский район;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Газеты Красноярский Рабочий проспект, 41 киоск;;;;;;92.966981982024;56.010748733198;;660037;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85691E+14;Киоск по продаже хлебобулочных и кондитерских изделий, Ленинский район;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Газеты Красноярский Рабочий проспект, 43\1 киоск;8(391)2583697;;;;;92.966800358973;56.010641910447;;660037;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;Выходной;;Выходной;;Наличный расчет;RUB;;;
9,85691E+14;Киоск по продаже фруктов и овощей, Ленинский район;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Юности, 37а киоск;;;;;;92.974041977353;56.014115431368;;660014;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Наличный расчет, Оплата через интернет, Без начиный расчет, Visa, Mastercard, Золотая корона, American Express;;;;
9,85691E+14;Светофор, сеть супермаркетов, ООО Торгсервис 24;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Академика Вавилова, 1 ст54;;;;;;92.913621173271;55.993873977409;;660093;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;Наличный расчет;RUB;;;
9,85691E+14;География вкуса, сеть магазинов кофе, чая и посуды;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Красноярск;Партизана Железняка, 23;;8(391)2123047;;geografia_vkusa@mail.ru;http://geovkusa.ru;92.934754827413;56.037190104972;;660133;10:00-22:00;;10:00-22:00;;10:00-22:00;;10:00-22:00;;10:00-22:00;;10:00-22:00;;10:00-22:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Сытый Холостяк, ООО ПРОМ АКТИВ;Продукты питания / Напитки;Мясо птицы / Полуфабрикаты;Красноярский край;Красноярск;Александра Матросова, 30л ст21;;8(391)2350554;;;;92.882981641274;55.975068285943;;660079;08:00-17:00;;08:00-17:00;;08:00-17:00;;08:00-17:00;;08:00-17:00;;Выходной;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
